 171.561  34.905 32 309 1454 12
 176.901  36.868 32 310 3516 194
 176.901  36.868 32 310A 3516 352
 179.738  28.124 32 311 5775 37
-178.133  25.578 32 312 5345 0
-170.952  20.175 32 313 3484 606
-168.468  15.913 33 314 5214 45
-158.526   4.171 33 315 4152 85
-158.526   4.171 33 315A 4152 1034
-157.129   0.091 33 316 4451 837
-162.263 -11.002 33 317 2598 352
-162.263 -11.002 33 317A 2598 943
-162.263 -11.002 33 317B 2598 424
-146.858 -14.827 33 318 2641 745
-101.524 -13.017 34 319 4290 116
-101.524 -13.017 34 319A 4290 157
 -83.530  -9.007 34 320 4483 112
 -83.530  -9.007 34 320A 4483 9
 -83.530  -9.007 34 320B 4483 183
 -81.904 -12.021 34 321 4817 134
 -79.425 -60.024 35 322 5026 544
 -97.995 -63.681 35 323 5004 731
 -98.787 -69.053 35 324 4433 218
 -73.673 -65.046 35 325 3748 718
 -65.303 -56.583 36 326 3812 10
 -46.784 -50.871 36 327 2400 5
 -46.784 -50.871 36 327A 2400 470
 -36.659 -49.811 36 328 5095 397
 -36.659 -49.811 36 328A 5095 17
 -36.659 -49.811 36 328B 5095 444
 -46.096 -50.655 36 329 1519 464
 -46.883 -50.920 36 330 2626 576
 -46.883 -50.920 36 330A 2626 53
 -38.115 -37.883 36 331 5077 18
 -33.641  36.879 37 332 1818 73
 -33.641  36.879 37 332A 1818 437
 -33.641  36.879 37 332B 1806 721
 -33.641  36.879 37 332C 1806 158
 -33.641  36.879 37 332D 1806 148
 -33.667  36.841 37 333 1666 231
 -33.667  36.841 37 333A 1666 529
 -34.414  37.035 37 334 2619 376
 -35.199  37.296 37 335 3188 562
  -7.788  63.351 38 336 811 515
  -5.342  64.872 38 337 2631 132
   5.388  67.785 38 338 1297 437
   6.317  67.211 38 339 1262 108
   6.306  67.208 38 340 1206 104
   6.111  67.335 38 341 1439 456
   4.934  67.951 38 342 1303 170
   5.762  68.715 38 343 3131 284
   7.875  76.150 38 344 2156 414
  -1.238  69.837 38 345 3195 802
  -8.685  69.889 38 346 732 187
  -8.697  69.872 38 347 745 190
 -12.462  68.503 38 348 1763 544
  -8.097  69.207 38 349 915 320
  -8.295  67.056 38 350 1275 388
 -12.471  63.650 38 352 990 103
 -12.471  63.650 38 352A 990 122
 -44.038  10.915 39 353 5165 384
 -44.038  10.915 39 353A 5164 181
 -44.038  10.915 39 353B 5164 181
 -44.196   5.899 39 354 4045 900
 -30.601 -15.710 39 355 4901 462
 -41.088 -28.287 39 356 3175 741
 -41.088 -28.287 39 356A 3175 38
 -35.560 -30.004 39 357 2086 797
 -35.964 -37.655 39 358 4962 842
  -4.497 -34.985 39 359 1655 107
  -4.497 -34.985 39 359A 1655 28
  18.096 -35.846 40 360 2949 840
  15.448 -35.066 40 361 4549 1314
  10.533 -19.758 40 362 1325 806
  10.533 -19.758 40 362A 1325 1081
   9.047 -19.646 40 363 2248 715
  11.972 -11.572 40 364 2448 1086
  11.895 -11.652 40 365 3018 687
 -19.851   5.678 41 366 2853 850
 -19.851   5.678 41 366A 2853 367
 -20.047  12.487 41 367 4748 1153
 -21.354  17.507 41 368 3366 984
 -14.999  26.593 41 369 1752 42
 -14.999  26.593 41 369A 1752 488
 -10.776  32.837 41 370 4214 1176
   5.259  37.598 42 371 2792 551
   4.796  40.080 42 372 2699 885
   4.796  40.080 42 372A 2699 154
  12.993  39.728 42 373A 3517 458
  18.196  35.848 42 374 4078 457
  31.760  34.762 42 375 1900 822
  31.808  34.872 42 376 2101 216
  21.431  35.162 42 377 3718 263
  25.116  35.928 42 378 1835 312
  25.116  35.928 42 378A 1835 343
  36.012  43.005 42 379 2165 7
  36.012  43.005 42 379A 2165 624
  36.012  43.005 42 379B 2165 159
  29.614  42.099 42 380 2107 370
  29.614  42.099 42 380A 2107 1073
  29.416  41.671 42 381 1728 504
 -56.538  34.417 43 382 5526 520
 -53.353  39.248 43 383 5283 120
 -51.663  40.361 43 384 3909 330
 -60.157  37.370 43 385 4936 393
 -64.249  31.187 43 386 4782 974
 -67.667  32.320 43 387 5117 794
 -69.396  35.522 44 388A 4919 341
 -76.093  30.142 44 389 2714 40
 -76.112  30.142 44 390 2665 206
 -76.112  30.142 44 390A 2665 142
 -75.613  28.229 44 391 4974 84
 -75.617  28.227 44 391A 4974 722
 -75.617  28.227 44 391B 4974 10
 -75.617  28.227 44 391C 4974 1412
 -76.178  29.910 44 392 2601 60
 -76.178  29.910 44 392A 2601 349
 -75.599  28.197 44 393 4951 55
 -75.599  28.197 44 393A 4951 59
 -75.596  28.195 44 394 4957 84
 -75.596  28.195 44 394A 4957 364
 -46.082  22.756 45 395 4484 185
 -46.082  22.756 45 395A 4484 664
 -43.516  22.481 45 396 4450 221
 -43.515  22.986 46 396A 4459 123
 -43.515  22.986 46 396B 4459 405
 -15.180  26.845 47 397 2900 1000
 -15.180  26.845 47 397A 2900 1453
 -10.718  40.960 47 398 3910 127
 -10.718  40.960 47 398A 3910 210
 -10.718  40.960 47 398B 3910 239
 -10.718  40.960 47 398C 3910 79
 -10.718  40.960 47 398D 3910 1740
  -9.222  47.390 48 399 4399 72
  -9.198  47.382 48 400 4399 79
  -9.198  47.382 48 400A 4399 778
  -8.810  47.428 48 401 2495 340
  -8.841  47.875 48 402 2339 137
  -8.841  47.875 48 402A 2339 470
 -23.294  56.139 48 403 2301 489
 -23.249  56.052 48 404 2306 389
 -22.058  55.336 48 405 2958 407
 -22.090  55.258 48 406 2907 832
 -30.576  63.939 49 407 2472 458
