116.38 39.91 Beijing
117.21 39.10 Tientsin
118.64 -20.33 Port_Hedland
118.78 32.07 Nanking
119.85 -0.76 Palu
120.95 14.58 Manila
121.00 14.80 Quezon
121.36 31.23 Shanghai
121.52 25.07 Taipei
123.45 41.80 Shenyeng
123.58 -10.19 Kupang
125.00 11.23 Tacloban
125.62 7.11 Davao
125.74 39.01 Pyongyang
126.64 45.81 Harbin
126.98 37.58 Seoul
129.85 32.79 Nagasaki
129.97 61.99 Yakutsk
130.30 33.27 Saga
130.88 -12.42 Darwin
131.97 43.16 Vladivostok
133.74 33.57 Kochi
133.93 -23.77 Alice_Springs
134.22 35.46 Tottori
134.54 7.31 Palau
135.48 34.69 Osaka
135.77 35.00 Kyoto
136.00 -1.16 Biak
138.60 -34.94 Adelaide
139.57 -20.72 Mt._Isa
139.62 35.23 Yokahama
139.77 35.68 Tokyo
141.11 43.05 Sapporo
141.18 39.71 Morioka
143.57 -3.66 Wewak
144.75 13.35 Guam
144.97 -37.82 Melbourne
145.70 -16.91 Cairns
145.77 15.20 Saipan
146.81 -19.25 Townsville
147.10 -6.70 Lae
147.10 -9.38 Port_Moresby
147.23 -42.81 Hobart
147.40 -9.50 Port_Morsby
149.10 -35.32 Canberra
149.25 -21.17 Mackay
151.21 -33.86 Sydney
153.02 -27.46 Brisbane
159.93 -9.43 Honaira
170.00 5.00 Pago_Pago
172.62 -43.54 Christ
174.66 -41.31 Wellington
174.78 -36.83 Aukland
178.43 -18.14 Suva
