 18.2  21.8 -47.3   75 !SAfr<-India
 18.2  22.3 -49.1   80 !SAfr<-India
 22.1  21.8 -53.8   85 !SAfr<-India
 27.5  20.0 -58.8   90 !SAfr<-India
 28.1  20.7 -57.8   95 !SAfr<-India
 28.8  21.3 -56.8  100 !SAfr<-India
 29.6  21.9 -55.9  105 !SAfr<-India
 30.3  22.6 -54.9  110 !SAfr<-India
 31.1  23.3 -54.0  115 !SAfr<-India
 32.0  24.0 -53.1  120 !SAfr<-India
 34.8  23.4 -55.2  125 !SAfr<-India
 36.2  21.2 -60.1  130 !SAfr<-India
 36.2  21.2 -61.6  135 !SAfr<-India
 37.5  21.9 -61.5  140 !SAfr<-India
 39.0  22.6 -62.5  145 !SAfr<-India
 40.4  24.1 -62.9  150 !SAfr<-India
 41.2  26.9 -61.6  155 !SAfr<-India
 42.1  29.8 -60.5  160 !SAfr<-India
 42.1  29.8 -60.5  165 !SAfr<-India
 42.1  29.8 -60.5  170 !SAfr<-India
 42.1  29.8 -60.5  175 !SAfr<-India
 42.1  29.8 -60.5  180 !SAfr<-India
 42.1  29.8 -60.5  185 !SAfr<-India
 42.1  29.8 -60.5  190 !SAfr<-India
 42.1  29.8 -60.5  195 !SAfr<-India
 42.1  29.8 -60.5  200 !SAfr<-India
 42.1  29.8 -60.5  205 !SAfr<-India
 42.1  29.8 -60.5  210 !SAfr<-India
 42.1  29.8 -60.5  215 !SAfr<-India
 42.1  29.8 -60.5  220 !SAfr<-India
 42.1  29.8 -60.5  225 !SAfr<-India
 42.1  29.8 -60.5  230 !SAfr<-India
 42.1  29.8 -60.5  235 !SAfr<-India
 42.1  29.8 -60.5  240 !SAfr<-India
 42.1  29.8 -60.5  245 !SAfr<-India
 42.1  29.8 -60.5  250 !SAfr<-India
 42.1  29.8 -60.5  255 !SAfr<-India
 42.1  29.8 -60.5  260 !SAfr<-India
 42.1  29.8 -60.5  265 !SAfr<-India
 42.1  29.8 -60.5  270 !SAfr<-India
 42.1  29.8 -60.5  275 !SAfr<-India
 42.1  29.8 -60.5  280 !SAfr<-India
 42.1  29.8 -60.5  285 !SAfr<-India
 42.1  29.8 -60.5  290 !SAfr<-India
 42.1  29.8 -60.5  295 !SAfr<-India
 42.1  29.8 -60.5  300 !SAfr<-India
 42.1  29.8 -60.5  305 !SAfr<-India
 42.1  29.8 -60.5  310 !SAfr<-India
 42.1  29.8 -60.5  315 !SAfr<-India
 42.1  29.8 -60.5  320 !SAfr<-India

  0.0  90.0   0.0    5 !SAfr<-Madagascar
  0.0  90.0   0.0   10 !SAfr<-Madagascar
  0.0  90.0   0.0   15 !SAfr<-Madagascar
  0.0  90.0   0.0   20 !SAfr<-Madagascar
  0.0  90.0   0.0   25 !SAfr<-Madagascar
  0.0  90.0   0.0   30 !SAfr<-Madagascar
  0.0  90.0   0.0   35 !SAfr<-Madagascar
  0.0  90.0   0.0   40 !SAfr<-Madagascar
  0.0  90.0   0.0   45 !SAfr<-Madagascar
  0.0  90.0   0.0   50 !SAfr<-Madagascar
  0.0  90.0   0.0   55 !SAfr<-Madagascar
  0.0  90.0   0.0   60 !SAfr<-Madagascar
  0.0  90.0   0.0   65 !SAfr<-Madagascar
  0.0  90.0   0.0   70 !SAfr<-Madagascar
  0.0  90.0   0.0   75 !SAfr<-Madagascar
  0.0  90.0   0.0   80 !SAfr<-Madagascar
  0.0  90.0   0.0   85 !SAfr<-Madagascar
  0.0  90.0   0.0   90 !SAfr<-Madagascar
  0.0  90.0   0.0   95 !SAfr<-Madagascar
  0.0  90.0   0.0  100 !SAfr<-Madagascar
  0.0  90.0   0.0  105 !SAfr<-Madagascar
  0.0  90.0   0.0  110 !SAfr<-Madagascar
  0.0  90.0   0.0  115 !SAfr<-Madagascar
  0.0  90.0   0.0  120 !SAfr<-Madagascar
-63.3   2.6   1.8  125 !SAfr<-Madagascar
-63.3   2.6   3.9  130 !SAfr<-Madagascar
-57.6   1.5   5.7  135 !SAfr<-Madagascar
-55.9   1.0   7.2  140 !SAfr<-Madagascar
118.3   0.6  -8.9  145 !SAfr<-Madagascar
119.8   4.5 -10.9  150 !SAfr<-Madagascar
130.1  10.6 -13.0  155 !SAfr<-Madagascar
137.5  14.8 -15.4  160 !SAfr<-Madagascar
137.5  14.8 -15.4  165 !SAfr<-Madagascar
137.5  14.8 -15.4  170 !SAfr<-Madagascar
137.5  14.8 -15.4  175 !SAfr<-Madagascar
137.5  14.8 -15.4  180 !SAfr<-Madagascar
137.5  14.8 -15.4  185 !SAfr<-Madagascar
137.5  14.8 -15.4  190 !SAfr<-Madagascar
137.5  14.8 -15.4  195 !SAfr<-Madagascar
137.5  14.8 -15.4  200 !SAfr<-Madagascar
137.5  14.8 -15.4  205 !SAfr<-Madagascar
137.5  14.8 -15.4  210 !SAfr<-Madagascar
137.5  14.8 -15.4  215 !SAfr<-Madagascar
137.5  14.8 -15.4  220 !SAfr<-Madagascar
137.5  14.8 -15.4  225 !SAfr<-Madagascar
137.5  14.8 -15.4  230 !SAfr<-Madagascar
137.5  14.8 -15.4  235 !SAfr<-Madagascar
137.5  14.8 -15.4  240 !SAfr<-Madagascar
137.5  14.8 -15.4  245 !SAfr<-Madagascar
137.5  14.8 -15.4  250 !SAfr<-Madagascar
137.5  14.8 -15.4  255 !SAfr<-Madagascar
137.5  14.8 -15.4  260 !SAfr<-Madagascar
137.5  14.8 -15.4  265 !SAfr<-Madagascar
137.5  14.8 -15.4  270 !SAfr<-Madagascar
137.5  14.8 -15.4  275 !SAfr<-Madagascar
137.5  14.8 -15.4  280 !SAfr<-Madagascar
137.5  14.8 -15.4  285 !SAfr<-Madagascar
137.5  14.8 -15.4  290 !SAfr<-Madagascar
137.5  14.8 -15.4  295 !SAfr<-Madagascar
137.5  14.8 -15.4  300 !SAfr<-Madagascar
137.5  14.8 -15.4  305 !SAfr<-Madagascar
137.5  14.8 -15.4  310 !SAfr<-Madagascar
137.5  14.8 -15.4  315 !SAfr<-Madagascar
137.5  14.8 -15.4  320 !SAfr<-Madagascar

 54.3   9.7  -3.3    5 !SAfr<-Australia
 52.8  10.4  -6.2   10 !SAfr<-Australia
 49.8  11.5  -9.0   15 !SAfr<-Australia
 48.0  12.4 -11.8   20 !SAfr<-Australia
 48.3  12.9 -15.0   25 !SAfr<-Australia
 49.9  12.8 -18.1   30 !SAfr<-Australia
 50.8  13.5 -20.9   35 !SAfr<-Australia
 52.7  14.1 -22.1   40 !SAfr<-Australia
 54.7  14.4 -22.9   45 !SAfr<-Australia
